,Index,Subject,Block,Trial,TrialType,LeftContext,RightContext,LeftItem,RightItem,LeftRank,RightRank,D_Ranks,LeftValue,RightValue,D_Value,Choice,Correct,ChoiceRT,ITI,LeftTragetLoc,RightTragetLoc,LeftContext1,LeftContext2,RightContext1,RightContext2,att,LeftContext1_val,LeftContext2_val,RightContext1_val,RightContext2_val
5162,142,220,2,52,hh,High,High,Table_Lamp,Flight_Pillow,29,15,14,10.87,5.6,5.27,2,0,716.46,829.39,1,1,Electric_Toothbrush,Beer,Portable_Speaker,Mouse,1,28.9,25.9,27.83333333,26.06666667
5163,143,220,2,53,hh,High,High,Computer_Tray,Toaster,27,40,-13,9.97,17.07,-7.1,1,0,633.25,1077.84,3,1,Beer,Pan,Portable_Speaker,Pan,1,25.9,24.83333333,27.83333333,24.83333333
5164,144,220,2,54,Hh,Low,High,Battery,Cake,23,34,-11,8,14.03,-6.03,2,1,766.59,997.67,1,2,Camping_Chair,Head_Lamp,Pizza,Vodka,1,2.366666667,2.633333333,24.16666667,26.83333333
5165,145,220,2,55,hh,High,High,Body_Scale,Pringles,32,19,13,13.8,6.23,7.57,1,1,683.05,876.12,1,1,Vodka,Pizza,Pan,Pizza,1,26.83333333,24.16666667,24.83333333,24.16666667
5166,146,220,2,56,Hh,Low,High,Bag,Mentos,25,28,-3,8.15,10,-1.85,1,0,716.41,1040.05,2,1,Shaving_Machine,Head_Lamp,Mouse,Electric_Toothbrush,1,2.9,2.633333333,26.06666667,28.9
5167,147,220,2,57,Hh,High,Low,Computer_Tray,Stove,27,17,10,9.97,5.77,4.2,1,1,433.01,884.4,1,1,Mouse,Beer,Camping_Chair,Pointer,1,26.06666667,25.9,2.366666667,2.8
5168,148,220,2,58,ll,Low,Low,Coffee_Machine,Table_Lamp,38,29,9,16.77,10.87,5.9,1,1,683.16,1164.45,2,1,Shaving_Machine,Box_Pig,Head_Lamp,Box_Pig,1,2.9,0.3,2.633333333,0.3
5169,149,220,2,59,Hh,High,Low,Erasable_Board,Toaster,46,40,6,21.17,17.07,4.1,1,1,616.6,911.76,1,3,Electric_Toothbrush,Vodka,Head_Lamp,Camping_Burner,1,28.9,26.83333333,2.633333333,2.033333333
5170,150,220,2,60,Hl,High,Low,Tea_Box,Parker_Pen,18,36,-18,6,16.53,-10.53,2,1,1133.24,1105.49,2,2,Earphones,Pizza,Camping_Chair,Box_Pig,1,28.5,24.16666667,2.366666667,0.3
5171,151,220,2,61,Hh,High,Low,Sushi_Kit,Wine,21,13,8,7.8,4.4,3.4,1,1,1166.51,1065,2,1,Vodka,Pizza,Pointer,Head_Lamp,1,26.83333333,24.16666667,2.8,2.633333333
5172,152,220,2,62,Hl,Low,High,Popcorn_Machine,Flight_Pillow,45,15,30,20.93,5.6,15.33,1,1,1349.93,1186.71,3,3,Newton_Cradle,Measuring_Tape,Earphones,Portable_Speaker,1,1.7,1.6,28.5,27.83333333
5173,153,220,2,63,ll,Low,Low,Kettle,Pringles,33,19,14,13.8,6.23,7.57,1,1,699.94,837.12,1,3,Shaving_Machine,Camping_Chair,Pointer,Shaving_Machine,1,2.9,2.366666667,2.8,2.9
5174,154,220,2,64,hh,High,High,Erasable_Board,Tea_Box,46,18,28,21.17,6,15.17,2,0,816.69,1127.29,1,1,Mouse,Electric_Toothbrush,Beer,Portable_Speaker,1,26.06666667,28.9,25.9,27.83333333
5175,155,220,2,65,Hh,Low,High,Pasta_Strainer,Thermos,35,44,-9,14.67,20.8,-6.13,1,0,1133.08,1153.77,2,3,Head_Lamp,Camping_Burner,Electric_Toothbrush,Pan,1,2.633333333,2.033333333,28.9,24.83333333
5176,156,220,2,66,Hl,Low,High,Coffee_Machine,Fan,38,31,7,16.77,12.1,4.67,2,0,366.52,986.63,2,2,Pointer,Camping_Burner,Pan,Electric_Toothbrush,1,2.8,2.033333333,24.83333333,28.9
5177,157,220,2,67,ll,Low,Low,Tea_Box,Parker_Pen,18,36,-18,6,16.53,-10.53,2,1,266.43,1027.52,2,2,Shaving_Machine,Head_Lamp,Camping_Chair,Box_Pig,1,2.9,2.633333333,2.366666667,0.3
5178,158,220,2,68,Hh,High,Low,Coffee_Machine,Fan,38,31,7,16.77,12.1,4.67,1,1,316.53,1041.15,2,1,Pizza,Portable_Speaker,Newton_Cradle,Camping_Burner,1,24.16666667,27.83333333,1.7,2.033333333
5179,159,220,2,69,Hh,Low,High,Pringles,Body_Scale,19,32,-13,6.23,13.8,-7.57,1,0,283.32,913.54,2,3,Newton_Cradle,Box_Pig,Pizza,Electric_Toothbrush,1,1.7,0.3,24.16666667,28.9
5180,160,220,2,70,hh,High,High,Parker_Pen,Whiskey,36,48,-12,16.53,22.1,-5.57,1,0,266.46,886.45,1,2,Pizza,Electric_Toothbrush,Beer,Mouse,1,24.16666667,28.9,25.9,26.06666667
5181,161,220,2,71,Hl,High,Low,Table_Lamp,Coffee_Machine,29,38,-9,10.87,16.77,-5.9,1,0,299.91,1195.41,1,2,Pan,Electric_Toothbrush,Box_Pig,Measuring_Tape,1,24.83333333,28.9,0.3,1.6
5182,162,220,2,72,Hl,Low,High,Flight_Pillow,Flashlight,15,9,6,5.6,3.13,2.47,1,1,399.92,942.02,3,2,Pointer,Camping_Chair,Pizza,Beer,1,2.8,2.366666667,24.16666667,25.9
5183,163,220,2,73,Hl,High,Low,Bag,Kettle,25,33,-8,8.15,13.8,-5.65,1,0,716.28,881.98,2,3,Portable_Speaker,Earphones,Pointer,Measuring_Tape,1,27.83333333,28.5,2.8,1.6
5184,164,220,2,74,Hl,High,Low,Computer_Tray,Fan,27,31,-4,9.97,12.1,-2.13,1,0,299.79,934.72,3,1,Mouse,Portable_Speaker,Camping_Burner,Camping_Chair,1,26.06666667,27.83333333,2.033333333,2.366666667
5185,165,220,2,75,Hl,High,Low,White_Wine,Penknife,14,24,-10,4.73,8.1,-3.37,2,1,349.75,842.14,1,1,Vodka,Electric_Toothbrush,Camping_Burner,Camping_Chair,1,26.83333333,28.9,2.033333333,2.366666667
5186,166,220,2,76,Hl,Low,High,Tea_Box,Matress_Folded,18,16,2,6,5.63,0.37,1,1,266.51,800.18,2,3,Camping_Chair,Shaving_Machine,Earphones,Portable_Speaker,1,2.366666667,2.9,28.5,27.83333333
5187,167,220,2,77,Hh,Low,High,Bag,Kettle,25,33,-8,8.15,13.8,-5.65,2,1,233.12,960.67,2,1,Measuring_Tape,Shaving_Machine,Earphones,Beer,1,1.6,2.9,28.5,25.9
5188,168,220,2,78,Hh,High,Low,Flight_Pillow,Flashlight,15,9,6,5.6,3.13,2.47,1,1,266.6,1008.47,3,3,Beer,Pizza,Newton_Cradle,Measuring_Tape,1,25.9,24.16666667,1.7,1.6
5189,169,220,2,79,ll,Low,Low,White_Wine,Penknife,14,24,-10,4.73,8.1,-3.37,2,1,383.03,1057.52,1,1,Camping_Burner,Box_Pig,Camping_Chair,Camping_Burner,1,2.033333333,0.3,2.366666667,2.033333333
5190,170,220,2,80,Hl,Low,High,Backpack,Battery,30,23,7,11,8,3,2,0,216.33,1119.72,3,2,Shaving_Machine,Camping_Chair,Pan,Vodka,1,2.9,2.366666667,24.83333333,26.83333333
5191,171,220,2,81,hh,High,High,Kettle,Pringles,33,19,14,13.8,6.23,7.57,2,0,566.59,976.48,2,2,Vodka,Electric_Toothbrush,Electric_Toothbrush,Pizza,1,26.83333333,28.9,28.9,24.16666667
5192,172,220,2,82,Hh,Low,High,Battery,Body_Scale,23,32,-9,8,13.8,-5.8,1,0,866.6,838.11,1,3,Shaving_Machine,Newton_Cradle,Mouse,Pizza,1,2.9,1.7,26.06666667,24.16666667
5193,173,220,2,83,ll,Low,Low,Pasta_Strainer,Heat_Blower,35,47,-12,14.67,22.03,-7.37,1,0,288.08,1040.19,2,1,Box_Pig,Newton_Cradle,Newton_Cradle,Camping_Chair,1,0.3,1.7,1.7,2.366666667
5194,174,220,2,84,Hh,Low,High,Battery,Scale_Kitchen,23,37,-14,8,16.7,-8.7,2,1,1199.83,955.26,1,2,Head_Lamp,Camping_Burner,Beer,Pizza,1,2.633333333,2.033333333,25.9,24.16666667
5195,175,220,2,85,ll,Low,Low,Whiskey,Penknife,48,24,24,22.1,8.1,14,2,0,233.25,1080.26,1,2,Shaving_Machine,Box_Pig,Newton_Cradle,Shaving_Machine,1,2.9,0.3,1.7,2.9
5196,176,220,2,86,ll,Low,Low,Flight_Pillow,Flashlight,15,9,6,5.6,3.13,2.47,1,1,266.58,1020.04,3,2,Head_Lamp,Newton_Cradle,Pointer,Box_Pig,1,2.633333333,1.7,2.8,0.3
5197,177,220,2,87,Hl,Low,High,Toaster,Computer_Tray,40,27,13,17.07,9.97,7.1,1,1,283.59,1075.01,1,2,Newton_Cradle,Head_Lamp,Mouse,Pizza,1,1.7,2.633333333,26.06666667,24.16666667
5198,178,220,2,88,Hl,High,Low,Picnic_Cooler,Backpack,20,30,-10,7.4,11,-3.6,1,0,299.79,1150.54,3,1,Earphones,Vodka,Box_Pig,Camping_Chair,1,28.5,26.83333333,0.3,2.366666667
5199,179,220,2,89,Hh,High,Low,Table_Lamp,Sushi_Kit,29,21,8,10.87,7.8,3.07,1,1,249.63,905.5,2,2,Electric_Toothbrush,Mouse,Camping_Chair,Head_Lamp,1,28.9,26.06666667,2.366666667,2.633333333
5200,180,220,2,90,Hh,High,Low,Cake,Computer_Tray,34,27,7,14.03,9.97,4.07,1,1,266.59,1103.55,3,2,Electric_Toothbrush,Portable_Speaker,Head_Lamp,Newton_Cradle,1,28.9,27.83333333,2.633333333,1.7
5201,1,220,1,1,No_context,None,None,Battery,Cake,23,34,-11,8,14.03,-6.03,2,1,249.54,1050.48,,,,,,,1,,,,
5202,2,220,1,2,No_context,None,None,Toaster,Erasable_Board,40,46,-6,17.07,21.17,-4.1,1,0,416.3,946.51,,,,,,,1,,,,
5203,3,220,1,3,No_context,None,None,Pringles,Body_Scale,19,32,-13,6.23,13.8,-7.57,1,0,599.66,1007.23,,,,,,,1,,,,
5204,4,220,1,4,No_context,None,None,Sleeping_Bag,Sushi_Kit,11,21,-10,3.97,7.8,-3.83,2,1,266.3,868.03,,,,,,,1,,,,
5205,5,220,1,5,No_context,None,None,Computer_Tray,Stove,27,17,10,9.97,5.77,4.2,2,0,266.11,1160.72,,,,,,,1,,,,
5206,6,220,1,6,No_context,None,None,Chocolate,Stormtrooper_USB,26,42,-16,9.37,19.5,-10.13,2,1,316.48,1196.99,,,,,,,1,,,,
5207,7,220,1,7,No_context,None,None,Sleeping_Bag,Chocolate,11,26,-15,3.97,9.37,-5.4,2,1,233.22,809.04,,,,,,,1,,,,
5208,8,220,1,8,No_context,None,None,Pasta_Strainer,Thermos,35,44,-9,14.67,20.8,-6.13,1,0,1016.37,964.38,,,,,,,1,,,,
5209,9,220,1,9,No_context,None,None,Popcorn_Machine,Flight_Pillow,45,15,30,20.93,5.6,15.33,1,1,266.41,956.55,,,,,,,1,,,,
5210,10,220,1,10,No_context,None,None,Kettle,Bag,33,25,8,13.8,8.15,5.65,1,1,283.1,1140.46,,,,,,,1,,,,
5211,11,220,1,11,No_context,None,None,Whiskey,Kettle,48,33,15,22.1,13.8,8.3,1,1,566.45,894.48,,,,,,,1,,,,
5212,12,220,1,12,No_context,None,None,Kettle,White_Wine,33,14,19,13.8,4.73,9.07,1,1,499.63,1016.54,,,,,,,1,,,,
5213,13,220,1,13,No_context,None,None,Chef_Knife,Thermos,12,44,-32,4.27,20.8,-16.53,2,1,466.36,864.44,,,,,,,1,,,,
5214,14,220,1,14,No_context,None,None,Toaster,Erasable_Board,40,46,-6,17.07,21.17,-4.1,2,1,516.51,877.96,,,,,,,1,,,,
5215,15,220,1,15,No_context,None,None,Body_Scale,Thermos,32,44,-12,13.8,20.8,-7,2,1,249.93,1018.74,,,,,,,1,,,,
5216,16,220,1,16,No_context,None,None,Sushi_Kit,Sleeping_Bag,21,11,10,7.8,3.97,3.83,1,1,266.37,1160.53,,,,,,,1,,,,
5217,17,220,1,17,No_context,None,None,Melon_Cutter,Bag,22,25,-3,7.93,8.15,-0.22,2,1,333.24,1088.31,,,,,,,1,,,,
5218,18,220,1,18,No_context,None,None,Pringles,Sushi_Kit,19,21,-2,6.23,7.8,-1.57,1,0,299.79,1012.96,,,,,,,1,,,,
5219,19,220,1,19,No_context,None,None,Whiskey,Kettle,48,33,15,22.1,13.8,8.3,1,1,433.11,829.99,,,,,,,1,,,,
5220,20,220,1,20,No_context,None,None,Scale_Kitchen,Body_Scale,37,32,5,16.7,13.8,2.9,2,0,966.55,1096.31,,,,,,,1,,,,
5221,21,220,1,21,No_context,None,None,Whiskey,Penknife,48,24,24,22.1,8.1,14,1,1,316.43,981.31,,,,,,,1,,,,
5222,22,220,1,22,No_context,None,None,Coffee_Machine,Kinder,38,43,-5,16.77,20.53,-3.77,1,0,233.24,1053.14,,,,,,,1,,,,
5223,23,220,1,23,No_context,None,None,White_Wine,Wine,14,13,1,4.73,4.4,0.33,1,1,332.92,1018.64,,,,,,,1,,,,
5224,24,220,1,24,No_context,None,None,Whiskey,Parker_Pen,48,36,12,22.1,16.53,5.57,2,0,266.58,892.33,,,,,,,1,,,,
5225,25,220,1,25,No_context,None,None,Cake,Backpack,34,30,4,14.03,11,3.03,1,1,266.56,978.03,,,,,,,1,,,,
5226,26,220,1,26,No_context,None,None,Flight_Pillow,Flashlight,15,9,6,5.6,3.13,2.47,1,1,316.46,1052.07,,,,,,,1,,,,
5227,27,220,1,27,No_context,None,None,Body_Scale,Thermos,32,44,-12,13.8,20.8,-7,2,1,316.49,1152.84,,,,,,,1,,,,
5228,28,220,1,28,No_context,None,None,Computer_Tray,Toaster,27,40,-13,9.97,17.07,-7.1,2,1,333.06,942.56,,,,,,,1,,,,
5229,29,220,1,29,No_context,None,None,Sleeping_Bag,Iron,11,10,1,3.97,3.4,0.57,1,1,33.13,1197.59,,,,,,,1,,,,
5230,30,220,1,30,No_context,None,None,Thermos,Chef_Knife,44,12,32,20.8,4.27,16.53,1,1,416.25,1120.99,,,,,,,1,,,,
5231,31,220,1,31,No_context,None,None,White_Wine,Penknife,14,24,-10,4.73,8.1,-3.37,2,1,283.17,1121.72,,,,,,,1,,,,
5232,32,220,1,32,No_context,None,None,Table_Lamp,Sushi_Kit,29,21,8,10.87,7.8,3.07,1,1,283.08,1185.9,,,,,,,1,,,,
5233,33,220,1,33,No_context,None,None,Heat_Blower,Sushi_Kit,47,21,26,22.03,7.8,14.23,1,1,249.84,1027.03,,,,,,,1,,,,
5234,34,220,1,34,No_context,None,None,Whiskey,Computer_Tray,48,27,21,22.1,9.97,12.13,1,1,249.79,938.07,,,,,,,1,,,,
5235,35,220,1,35,No_context,None,None,Battery,Backpack,23,30,-7,8,11,-3,1,0,283.06,1114.42,,,,,,,1,,,,
5236,36,220,1,36,No_context,None,None,Popcorn_Machine,Table_Lamp,45,29,16,20.93,10.87,10.07,1,1,499.88,817.91,,,,,,,1,,,,
5237,37,220,1,37,No_context,None,None,Flashlight,Flight_Pillow,9,15,-6,3.13,5.6,-2.47,2,1,316.58,1165.49,,,,,,,1,,,,
5238,38,220,1,38,No_context,None,None,Backpack,Picnic_Cooler,30,20,10,11,7.4,3.6,2,0,383.28,1163.34,,,,,,,1,,,,
5239,39,220,1,39,No_context,None,None,Erasable_Board,Tea_Box,46,18,28,21.17,6,15.17,2,0,299.75,1153.32,,,,,,,1,,,,
5240,40,220,1,40,No_context,None,None,Whiskey,Parker_Pen,48,36,12,22.1,16.53,5.57,2,0,250.04,1147.36,,,,,,,1,,,,
5241,41,220,1,41,No_context,None,None,Body_Scale,Scale_Kitchen,32,37,-5,13.8,16.7,-2.9,2,1,249.77,979.88,,,,,,,1,,,,
5242,42,220,1,42,No_context,None,None,Table_Lamp,Sushi_Kit,29,21,8,10.87,7.8,3.07,1,1,283.13,915.71,,,,,,,1,,,,
5243,43,220,1,43,No_context,None,None,Melon_Cutter,Calculator,22,39,-17,7.93,16.93,-9,2,1,316.48,1139.22,,,,,,,1,,,,
5244,44,220,1,44,No_context,None,None,Wine,Sushi_Kit,13,21,-8,4.4,7.8,-3.4,2,1,216.68,1161.22,,,,,,,1,,,,
5245,45,220,1,45,No_context,None,None,White_Wine,Kettle,14,33,-19,4.73,13.8,-9.07,2,1,283.04,824.61,,,,,,,1,,,,
5246,46,220,1,46,No_context,None,None,Battery,Body_Scale,23,32,-9,8,13.8,-5.8,1,0,283.18,1079.3,,,,,,,1,,,,
5247,47,220,1,47,No_context,None,None,Mentos,Body_Scale,28,32,-4,10,13.8,-3.8,2,1,250.1,912.52,,,,,,,1,,,,
5248,48,220,1,48,No_context,None,None,Bag,Stove,25,17,8,8.15,5.77,2.38,1,1,1266.18,1042.44,,,,,,,1,,,,
5249,49,220,1,49,No_context,None,None,Chocolate,Parker_Pen,26,36,-10,9.37,16.53,-7.17,2,1,300.09,1100.56,,,,,,,1,,,,
5250,50,220,1,50,No_context,None,None,Thermos,Pasta_Strainer,44,35,9,20.8,14.67,6.13,1,1,599.72,897.57,,,,,,,1,,,,
5251,51,220,1,51,No_context,None,None,Parker_Pen,Tea_Box,36,18,18,16.53,6,10.53,1,1,233.15,801.37,,,,,,,1,,,,
5252,52,220,1,52,No_context,None,None,Melon_Cutter,Bag,22,25,-3,7.93,8.15,-0.22,1,0,199.69,811.52,,,,,,,1,,,,
5253,53,220,1,53,No_context,None,None,White_Wine,Penknife,14,24,-10,4.73,8.1,-3.37,2,1,266.58,1066.86,,,,,,,1,,,,
5254,54,220,1,54,No_context,None,None,Backpack,Iron,30,10,20,11,3.4,7.6,2,0,316.21,894.81,,,,,,,1,,,,
5255,55,220,1,55,No_context,None,None,Pasta_Strainer,Penknife,35,24,11,14.67,8.1,6.57,1,1,433.13,959.24,,,,,,,1,,,,
5256,56,220,1,56,No_context,None,None,Pasta_Strainer,Penknife,35,24,11,14.67,8.1,6.57,1,1,266.46,1110.78,,,,,,,1,,,,
5257,57,220,1,57,No_context,None,None,Mentos,Bag,28,25,3,10,8.15,1.85,1,1,423.63,808.16,,,,,,,1,,,,
5258,58,220,1,58,No_context,None,None,Backpack,Cake,30,34,-4,11,14.03,-3.03,2,1,499.82,1034.15,,,,,,,1,,,,
5259,59,220,1,59,No_context,None,None,Table_Lamp,Popcorn_Machine,29,45,-16,10.87,20.93,-10.07,2,1,266.35,1168.06,,,,,,,1,,,,
5260,60,220,1,60,No_context,None,None,Sushi_Kit,Heat_Blower,21,47,-26,7.8,22.03,-14.23,2,1,433.16,1173.69,,,,,,,1,,,,
5261,61,220,2,1,No_context,None,None,Stormtrooper_USB,Pasta_Strainer,42,35,7,19.5,14.67,4.83,2,0,833.12,1022.06,,,,,,,1,,,,
5262,62,220,2,2,No_context,None,None,Body_Scale,Pringles,32,19,13,13.8,6.23,7.57,2,0,233.17,802.87,,,,,,,1,,,,
5263,63,220,2,3,No_context,None,None,Popcorn_Machine,Flight_Pillow,45,15,30,20.93,5.6,15.33,1,1,266.45,931.32,,,,,,,1,,,,
5264,64,220,2,4,No_context,None,None,Scale_Kitchen,Battery,37,23,14,16.7,8,8.7,1,1,466.37,993.73,,,,,,,1,,,,
5265,65,220,2,5,No_context,None,None,Chocolate,Sleeping_Bag,26,11,15,9.37,3.97,5.4,1,1,716.63,1047.49,,,,,,,1,,,,
5266,66,220,2,6,No_context,None,None,Kettle,Pringles,33,19,14,13.8,6.23,7.57,2,0,416.36,1163.03,,,,,,,1,,,,
5267,67,220,2,7,No_context,None,None,Battery,Parker_Pen,23,36,-13,8,16.53,-8.53,2,1,333,1114.8,,,,,,,1,,,,
5268,68,220,2,8,No_context,None,None,Table_Lamp,Tea_Box,29,18,11,10.87,6,4.87,1,1,516.49,1063.81,,,,,,,1,,,,
5269,69,220,2,9,No_context,None,None,Pringles,Kettle,19,33,-14,6.23,13.8,-7.57,1,0,316.62,987.93,,,,,,,1,,,,
5270,70,220,2,10,No_context,None,None,Coffee_Machine,Fan,38,31,7,16.77,12.1,4.67,1,1,416.55,1078.44,,,,,,,1,,,,
5271,71,220,2,11,No_context,None,None,Whiskey,Penknife,48,24,24,22.1,8.1,14,2,0,582.94,996.04,,,,,,,1,,,,
5272,72,220,2,12,No_context,None,None,Computer_Tray,Cake,27,34,-7,9.97,14.03,-4.07,2,1,299.98,831.59,,,,,,,1,,,,
5273,73,220,2,13,No_context,None,None,Tea_Box,Parker_Pen,18,36,-18,6,16.53,-10.53,2,1,266.39,1196.18,,,,,,,1,,,,
5274,74,220,2,14,No_context,None,None,Carpet_Candy,Backpack,41,30,11,18.23,11,7.23,1,1,0.09,1119.54,,,,,,,1,,,,
5275,75,220,2,15,No_context,None,None,Tea_Box,Erasable_Board,18,46,-28,6,21.17,-15.17,2,1,233.09,1056.77,,,,,,,1,,,,
5276,76,220,2,16,No_context,None,None,Matress_Folded,Tea_Box,16,18,-2,5.63,6,-0.37,2,1,216.53,954.35,,,,,,,1,,,,
5277,77,220,2,17,No_context,None,None,Picnic_Cooler,Backpack,20,30,-10,7.4,11,-3.6,1,0,399.75,830.33,,,,,,,1,,,,
5278,78,220,2,18,No_context,None,None,Backpack,Carpet_Candy,30,41,-11,11,18.23,-7.23,2,1,382.97,991.98,,,,,,,1,,,,
5279,79,220,2,19,No_context,None,None,Battery,Backpack,23,30,-7,8,11,-3,1,0,366.65,1164.7,,,,,,,1,,,,
5280,80,220,2,20,No_context,None,None,Mentos,Body_Scale,28,32,-4,10,13.8,-3.8,1,0,883.18,1103.26,,,,,,,1,,,,
5281,81,220,2,21,No_context,None,None,Tea_Box,Flashlight,18,9,9,6,3.13,2.87,1,1,283.22,1164.05,,,,,,,1,,,,
5282,82,220,2,22,No_context,None,None,Toaster,Mentos,40,28,12,17.07,10,7.07,1,1,1249.74,1097.61,,,,,,,1,,,,
5283,83,220,2,23,No_context,None,None,Table_Lamp,Flight_Pillow,29,15,14,10.87,5.6,5.27,1,1,433.2,1086.86,,,,,,,1,,,,
5284,84,220,2,24,No_context,None,None,Toaster,Erasable_Board,40,46,-6,17.07,21.17,-4.1,1,0,316.52,807.19,,,,,,,1,,,,
5285,85,220,2,25,No_context,None,None,Toaster,Mentos,40,28,12,17.07,10,7.07,1,1,249.73,1026.44,,,,,,,1,,,,
5286,86,220,2,26,No_context,None,None,Computer_Tray,Fan,27,31,-4,9.97,12.1,-2.13,2,1,366.93,851.53,,,,,,,1,,,,
5287,87,220,2,27,No_context,None,None,White_Wine,Wine,14,13,1,4.73,4.4,0.33,1,1,266.58,1072.21,,,,,,,1,,,,
5288,88,220,2,28,No_context,None,None,Toaster,Pasta_Strainer,40,35,5,17.07,14.67,2.4,2,0,399.86,937.11,,,,,,,1,,,,
5289,89,220,2,29,No_context,None,None,Battery,Parker_Pen,23,36,-13,8,16.53,-8.53,2,1,266.41,950.54,,,,,,,1,,,,
5290,90,220,2,30,No_context,None,None,Computer_Tray,Cake,27,34,-7,9.97,14.03,-4.07,2,1,349.79,1080.21,,,,,,,1,,,,
5291,91,220,2,31,No_context,None,None,Melon_Cutter,Calculator,22,39,-17,7.93,16.93,-9,2,1,816.35,1003.25,,,,,,,1,,,,
5292,92,220,2,32,No_context,None,None,Coffee_Machine,Fan,38,31,7,16.77,12.1,4.67,1,1,783.3,1082.1,,,,,,,1,,,,
5293,93,220,2,33,No_context,None,None,Pringles,Sushi_Kit,19,21,-2,6.23,7.8,-1.57,1,0,283.08,1124.12,,,,,,,1,,,,
5294,94,220,2,34,No_context,None,None,Toaster,Erasable_Board,40,46,-6,17.07,21.17,-4.1,1,0,1033.3,1178.86,,,,,,,1,,,,
5295,95,220,2,35,No_context,None,None,Computer_Tray,Whiskey,27,48,-21,9.97,22.1,-12.13,2,1,333.32,1131.63,,,,,,,1,,,,
5296,96,220,2,36,No_context,None,None,Table_Lamp,Tea_Box,29,18,11,10.87,6,4.87,2,0,349.95,810.95,,,,,,,1,,,,
5297,97,220,2,37,No_context,None,None,Heat_Blower,Pasta_Strainer,47,35,12,22.03,14.67,7.37,2,0,249.98,916.19,,,,,,,1,,,,
5298,98,220,2,38,No_context,None,None,Chocolate,Parker_Pen,26,36,-10,9.37,16.53,-7.17,2,1,299.89,865.34,,,,,,,1,,,,
5299,99,220,2,39,No_context,None,None,Pasta_Strainer,Stormtrooper_USB,35,42,-7,14.67,19.5,-4.83,2,1,299.7,1103.41,,,,,,,1,,,,
5300,100,220,2,40,No_context,None,None,Kettle,Bag,33,25,8,13.8,8.15,5.65,1,1,1016.52,854.99,,,,,,,1,,,,
5301,101,220,2,41,No_context,None,None,Scale_Kitchen,Battery,37,23,14,16.7,8,8.7,1,1,383.15,959.66,,,,,,,1,,,,
5302,102,220,2,42,No_context,None,None,Iron,Sleeping_Bag,10,11,-1,3.4,3.97,-0.57,1,0,399.72,897.39,,,,,,,1,,,,
5303,103,220,2,43,No_context,None,None,Pasta_Strainer,Heat_Blower,35,47,-12,14.67,22.03,-7.37,1,0,566.41,976.51,,,,,,,1,,,,
5304,104,220,2,44,No_context,None,None,Sushi_Kit,Wine,21,13,8,7.8,4.4,3.4,1,1,332.92,978.36,,,,,,,1,,,,
5305,105,220,2,45,No_context,None,None,Computer_Tray,Stove,27,17,10,9.97,5.77,4.2,2,0,1216.48,847.29,,,,,,,1,,,,
5306,106,220,2,46,No_context,None,None,Battery,Body_Scale,23,32,-9,8,13.8,-5.8,2,1,282.9,1014.71,,,,,,,1,,,,
5307,107,220,2,47,No_context,None,None,Fan,Computer_Tray,31,27,4,12.1,9.97,2.13,1,1,299.82,1128.64,,,,,,,1,,,,
5308,108,220,2,48,No_context,None,None,Mentos,Bag,28,25,3,10,8.15,1.85,2,0,1216.63,1048.19,,,,,,,1,,,,
5309,109,220,2,49,No_context,None,None,Computer_Tray,Toaster,27,40,-13,9.97,17.07,-7.1,2,1,299.79,1125.31,,,,,,,1,,,,
5310,110,220,2,50,No_context,None,None,Coffee_Machine,Kinder,38,43,-5,16.77,20.53,-3.77,1,0,333.15,1070.7,,,,,,,1,,,,
5311,111,220,2,51,No_context,None,None,Table_Lamp,Coffee_Machine,29,38,-9,10.87,16.77,-5.9,2,1,333.23,954.25,,,,,,,1,,,,
5312,112,220,2,52,No_context,None,None,Stormtrooper_USB,Chocolate,42,26,16,19.5,9.37,10.13,2,0,616.61,863.82,,,,,,,1,,,,
5313,113,220,2,53,No_context,None,None,Tea_Box,Flashlight,18,9,9,6,3.13,2.87,1,1,433,932.42,,,,,,,1,,,,
5314,114,220,2,54,No_context,None,None,Bag,Stove,25,17,8,8.15,5.77,2.38,2,0,283.21,1022.2,,,,,,,1,,,,
5315,115,220,2,55,No_context,None,None,Tea_Box,Matress_Folded,18,16,2,6,5.63,0.37,1,1,299.57,1077.53,,,,,,,1,,,,
5316,116,220,2,56,No_context,None,None,Flight_Pillow,Table_Lamp,15,29,-14,5.6,10.87,-5.27,2,1,16.45,1058.34,,,,,,,1,,,,
5317,117,220,2,57,No_context,None,None,Coffee_Machine,Table_Lamp,38,29,9,16.77,10.87,5.9,1,1,1066.35,1100.32,,,,,,,1,,,,
5318,118,220,2,58,No_context,None,None,Battery,Cake,23,34,-11,8,14.03,-6.03,2,1,333.13,1002.47,,,,,,,1,,,,
5319,119,220,2,59,No_context,None,None,Backpack,Iron,30,10,20,11,3.4,7.6,2,0,416.59,1044.03,,,,,,,1,,,,
5320,120,220,2,60,No_context,None,None,Pasta_Strainer,Toaster,35,40,-5,14.67,17.07,-2.4,1,0,633.06,857.77,,,,,,,1,,,,
5321,1,221,1,1,Hh,Low,High,Calculator,Fan,24,35,-11,17.13,23.97,-6.83,2,1,849.75,871.7,3,2,Gold_USB,Newton_Cradle,Heat_Blower,Battery,1,3.466666667,1.4,30,29.76666667
